DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.09-21.35.07, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.551309ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Content/StarterContent/Props/SM_Chair.uasset, AllOfLoadPackage_Duration=29.979974ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000395ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.008669ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.085909ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.022858ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=4.801400ms, SaveCookedPackage_HitCount=1, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
SavePackageTransactionId290E268D4F76C3BE28F4AC934C80D570_333, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/StarterContent/Props/SM_Chair.uasset, FlushAsyncLoading=0.205312ms, FlushStreamingFunc=0.010639ms, BlockTillAllRequestsFinished=0.011034ms, ResetLoadersForSaveUnMarkAllObjects=0.398409ms, TagPackageExports=0.099700ms, BeginCacheForCookedPlatformData=0.007097ms, SerializeImports=0.132013ms, GatherLocalizableTextData=0.004727ms, MarkNames=0.010248ms, SerializeSummary=0.022069ms, SerializeNames=0.058323ms, SerializeGatherableTextData=0.003152ms, BuildExportMap=0.030737ms, SortExportsNonSeekfree=0.012215ms, SortExportsSeekfreeConstructor=0.016946ms, SortExportsSeekfreeInner=1.073457ms, SortExportsSeekfree=0.007093ms, BuildDependencyMap=0.015765ms, SerializeImportMap=0.006303ms, SerializeExportMap=0.005517ms, SerializeDependencyMap=0.003546ms, SerializeStringAssetReferenceMap=0.003152ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.036255ms, SerializeExports=0.228956ms, SerializeBulkData=0.018522ms, AsyncWrite=0.183642ms, UnaccountedTime=0.187185ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_595, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_42__60237C670D1C2234EAFBD7B9A313F6C1025CD9C4, StartTime=2015.11.09-21.35.32, HierarchicalDDC, DataSize=71485 bytes, Retrieved=true, Duration=0.627365ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_596, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_09C0E41C4F161EB226C98A8460F53CB__821D6464D31FD30EBBDDE18941A803493E085B53, StartTime=2015.11.09-21.35.32, HierarchicalDDC, DataSize=28795 bytes, Retrieved=true, Duration=0.426386ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_597, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_09C0E41C4F161EB22__94E2C2D8C1044C1F74A61B00EAABB031C8E0DA12, StartTime=2015.11.09-21.35.32, HierarchicalDDC, DataSize=393 bytes, Retrieved=true, Duration=0.124134ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_598, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf48A366FD__14BD22B458B3F02A725E178A0DAA489A1448579C, StartTime=2015.11.09-21.35.32, HierarchicalDDC, DataSize=220125 bytes, Retrieved=true, Duration=0.951298ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_599, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf48A366FD__0720CF0507853F412107022FB817AD00DF85C7B5, StartTime=2015.11.09-21.35.32, HierarchicalDDC, DataSize=179575 bytes, Retrieved=true, Duration=1.748506ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Content/StarterContent/Props/SM_Bush.uasset, AllOfLoadPackage_Duration=30.568719ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000395ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.008278ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.074875ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.027589ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=4.462495ms, SaveCookedPackage_HitCount=1, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
SavePackageTransactionId290E268D4F76C3BE28F4AC934C80D570_334, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/StarterContent/Props/SM_Bush.uasset, FlushAsyncLoading=0.045318ms, FlushStreamingFunc=0.007883ms, BlockTillAllRequestsFinished=0.007093ms, ResetLoadersForSaveUnMarkAllObjects=0.301860ms, TagPackageExports=0.118222ms, BeginCacheForCookedPlatformData=0.007488ms, SerializeImports=0.124920ms, GatherLocalizableTextData=0.006307ms, MarkNames=0.011034ms, SerializeSummary=0.017338ms, SerializeNames=0.053596ms, SerializeGatherableTextData=0.003152ms, BuildExportMap=0.027981ms, SortExportsNonSeekfree=0.013005ms, SortExportsSeekfreeConstructor=0.018127ms, SortExportsSeekfreeInner=1.543980ms, SortExportsSeekfree=0.009853ms, BuildDependencyMap=0.018127ms, SerializeImportMap=0.005122ms, SerializeExportMap=0.004727ms, SerializeDependencyMap=0.003152ms, SerializeStringAssetReferenceMap=0.002366ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.027586ms, SerializeExports=0.146203ms, SerializeBulkData=0.016551ms, AsyncWrite=0.177335ms, UnaccountedTime=0.132013ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_600, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_9F__870D5D6E03F19B057A98F9DEFF194528C3C00B0C, StartTime=2015.11.09-21.35.32, HierarchicalDDC, DataSize=10557 bytes, Retrieved=true, Duration=4.914500ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_601, CachedDataProbablyExists, Parent=DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_600, StartTime=2015.11.09-21.35.32, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.263244ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_602, GetCachedData, Parent=DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_600, StartTime=2015.11.09-21.35.32, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=4.570075ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_603, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_DB44E90945E441B0D__2F8B7720E7F83AAD30021EA0179BBDDE539653BB, StartTime=2015.11.09-21.35.32, HierarchicalDDC, Retrieved=false, Duration=0.260089ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_604, CachedDataProbablyExists, Parent=DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_603, StartTime=2015.11.09-21.35.32, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.231322ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_605, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_DB44E90945E441B0D3FE7197F352414__843BE585169BCF4C2E92BAF6264E8FEF50BBD6F2, StartTime=2015.11.09-21.35.32, HierarchicalDDC, DataSize=5546 bytes, Retrieved=true, Duration=5.273893ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_606, CachedDataProbablyExists, Parent=DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_605, StartTime=2015.11.09-21.35.32, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.232112ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_607, GetCachedData, Parent=DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_605, StartTime=2015.11.09-21.35.32, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=4.974395ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Content/StarterContent/Props/SingleStalagmite.uasset, AllOfLoadPackage_Duration=13.686586ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000395ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.007883ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.062656ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.038616ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=4.684359ms, SaveCookedPackage_HitCount=1, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
SavePackageTransactionId290E268D4F76C3BE28F4AC934C80D570_335, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/StarterContent/Props/SingleStalagmite.uasset, FlushAsyncLoading=0.042953ms, FlushStreamingFunc=0.007488ms, BlockTillAllRequestsFinished=0.005517ms, ResetLoadersForSaveUnMarkAllObjects=0.257723ms, TagPackageExports=0.090245ms, BeginCacheForCookedPlatformData=0.007488ms, SerializeImports=0.239596ms, GatherLocalizableTextData=0.010245ms, MarkNames=0.013005ms, SerializeSummary=0.031922ms, SerializeNames=0.068568ms, SerializeGatherableTextData=0.004336ms, BuildExportMap=0.039011ms, SortExportsNonSeekfree=0.022858ms, SortExportsSeekfreeConstructor=0.024036ms, SortExportsSeekfreeInner=1.135722ms, SortExportsSeekfree=0.014581ms, BuildDependencyMap=0.026405ms, SerializeImportMap=0.006698ms, SerializeExportMap=0.006698ms, SerializeDependencyMap=0.006303ms, SerializeStringAssetReferenceMap=0.005126ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.111520ms, SerializeExports=0.178911ms, SerializeBulkData=0.018522ms, AsyncWrite=0.181276ms, UnaccountedTime=0.206102ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_188, CachedDataProbablyExists, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_DB44E90945E441B0D__2F8B7720E7F83AAD30021EA0179BBDDE539653BB, StartTime=2015.11.09-21.35.32, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.472888ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Content/StarterContent/Props/phongE1.uasset, AllOfLoadPackage_Duration=1.618855ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000395ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.001971ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.070143ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.015367ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=6.227158ms, SaveCookedPackage_HitCount=1, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
SavePackageTransactionId290E268D4F76C3BE28F4AC934C80D570_336, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/StarterContent/Props/phongE1.uasset, FlushAsyncLoading=0.028372ms, FlushStreamingFunc=0.005122ms, BlockTillAllRequestsFinished=0.005517ms, ResetLoadersForSaveUnMarkAllObjects=0.136744ms, TagPackageExports=0.008669ms, BeginCacheForCookedPlatformData=0.004336ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_189, CachedDataProbablyExists, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_DB44E90945E441B0D__2F8B7720E7F83AAD30021EA0179BBDDE539653BB, StartTime=2015.11.09-21.35.32, HierarchicalDDC, Duration=0.297919ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_190, CachedDataProbablyExists, Parent=DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_189, StartTime=2015.11.09-21.35.32, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.271913ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_608, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_2E__C09E399BCE0FFEE1D68FECFAABF6BE1587E96CEE, StartTime=2015.11.09-21.35.32, HierarchicalDDC, DataSize=57953 bytes, Retrieved=true, Duration=0.829525ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_609, CachedDataProbablyExists, Parent=DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_608, StartTime=2015.11.09-21.35.32, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.325505ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_610, GetCachedData, Parent=DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_608, StartTime=2015.11.09-21.35.32, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.396833ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_611, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_18E1F75F4F4653D3A318AD90913038E__AE19DEC61F1C3039FF761C6A1159A2A163E1683A, StartTime=2015.11.09-21.35.32, HierarchicalDDC, DataSize=27796 bytes, Retrieved=true, Duration=0.723522ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_612, CachedDataProbablyExists, Parent=DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_611, StartTime=2015.11.09-21.35.32, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.225805ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_613, GetCachedData, Parent=DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_611, StartTime=2015.11.09-21.35.32, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.414170ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_614, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_18E1F75F4F4653D3A__D004E1E807DCBCBF7B6CB03BE426B5290F1AFDCA, StartTime=2015.11.09-21.35.32, HierarchicalDDC, DataSize=4077 bytes, Retrieved=true, Duration=0.994250ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_615, CachedDataProbablyExists, Parent=DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_614, StartTime=2015.11.09-21.35.32, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.439789ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_616, GetCachedData, Parent=DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_614, StartTime=2015.11.09-21.35.32, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.415750ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_617, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf067A8FB5__0FAD67ED764D3B802BFEE0B958F7D288EBA91C6E, StartTime=2015.11.09-21.35.32, HierarchicalDDC, DataSize=140743 bytes, Retrieved=true, Duration=1.039963ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_618, CachedDataProbablyExists, Parent=DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_617, StartTime=2015.11.09-21.35.32, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.343241ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_619, GetCachedData, Parent=DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_617, StartTime=2015.11.09-21.35.32, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.498503ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_620, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf067A8FB5__F82325FAC83D93C46FAB7F2F9F45A76B72EB5DC1, StartTime=2015.11.09-21.35.32, HierarchicalDDC, Retrieved=false, Duration=0.664804ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_621, CachedDataProbablyExists, Parent=DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_620, StartTime=2015.11.09-21.35.32, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.611208ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_622, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufFDE9905C__726CAAE698ED62AAE5D938EA66E890B596B3B82B, StartTime=2015.11.09-21.35.32, HierarchicalDDC, DataSize=140743 bytes, Retrieved=true, Duration=0.978880ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_623, CachedDataProbablyExists, Parent=DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_622, StartTime=2015.11.09-21.35.32, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.353090ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_624, GetCachedData, Parent=DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_622, StartTime=2015.11.09-21.35.32, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.442937ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_625, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufFDE9905C__19AB9DC5592763C0A626AFB20400B7B670AA7E6A, StartTime=2015.11.09-21.35.32, HierarchicalDDC, Retrieved=false, Duration=0.457913ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_626, CachedDataProbablyExists, Parent=DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_625, StartTime=2015.11.09-21.35.32, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.414170ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_627, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf0109E60B__C7E4A6E133C7BC780014434729BE64BD41795440, StartTime=2015.11.09-21.35.32, HierarchicalDDC, DataSize=143650 bytes, Retrieved=true, Duration=1.629498ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_628, CachedDataProbablyExists, Parent=DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_627, StartTime=2015.11.09-21.35.32, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.612784ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_629, GetCachedData, Parent=DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_627, StartTime=2015.11.09-21.35.32, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.741649ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_630, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf0109E60B__F554079737697930B913114C3D296DDD492598CF, StartTime=2015.11.09-21.35.32, HierarchicalDDC, Retrieved=false, Duration=0.448063ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_631, CachedDataProbablyExists, Parent=DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_630, StartTime=2015.11.09-21.35.32, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.410624ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Content/StarterContent/Props/Mushroom.uasset, AllOfLoadPackage_Duration=95.105443ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000391ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.008274ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.659287ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.202551ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=6.666552ms, SaveCookedPackage_HitCount=1, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
SavePackageTransactionId290E268D4F76C3BE28F4AC934C80D570_337, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/StarterContent/Props/Mushroom.uasset, FlushAsyncLoading=0.096548ms, FlushStreamingFunc=0.013400ms, BlockTillAllRequestsFinished=0.010639ms, ResetLoadersForSaveUnMarkAllObjects=0.710122ms, TagPackageExports=0.171818ms, BeginCacheForCookedPlatformData=0.012215ms, SerializeImports=0.201371ms, GatherLocalizableTextData=0.008278ms, MarkNames=0.016943ms, SerializeSummary=0.027195ms, SerializeNames=0.102062ms, SerializeGatherableTextData=0.009853ms, BuildExportMap=0.081573ms, SortExportsNonSeekfree=0.020888ms, SortExportsSeekfreeConstructor=0.021674ms, SortExportsSeekfreeInner=1.677178ms, SortExportsSeekfree=0.014976ms, BuildDependencyMap=0.028372ms, SerializeImportMap=0.017341ms, SerializeExportMap=0.009064ms, SerializeDependencyMap=0.004336ms, SerializeStringAssetReferenceMap=0.003152ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.044923ms, SerializeExports=0.529241ms, SerializeBulkData=0.042561ms, AsyncWrite=0.174966ms, UnaccountedTime=0.139900ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_632, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_8D__E5BECD7636D3D27FE85B97F73558E3B3F344BC65, StartTime=2015.11.09-21.35.32, HierarchicalDDC, DataSize=53633 bytes, Retrieved=true, Duration=1.377292ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
